timestamp,demand,pred,containers,lat_ms,cpu_pct,over,under,policy
2025-01-01 00:00:00,22.502214276043468,23.13276219511896,2,40.0,63.006199972921706,1,0,policy
2025-01-01 00:01:00,23.092432150480175,23.182302746474427,2,40.0,64.6588100213445,1,0,policy
2025-01-01 00:02:00,22.115931187888883,23.231840685234747,2,40.0,61.92460732608887,1,0,policy
2025-01-01 00:03:00,21.06100108559551,23.28137499754671,2,40.0,58.97080303966743,1,0,policy
2025-01-01 00:04:00,21.900342934779346,23.330904672305444,2,40.0,61.32096021738217,1,0,policy
2025-01-01 00:05:00,20.988466348466385,23.380428697174125,2,40.0,58.767705775705885,1,0,policy
2025-01-01 00:06:00,22.9363632399574,23.429946062300704,2,40.0,64.22181707188072,1,0,policy
2025-01-01 00:07:00,25.295160575460145,23.479455758015842,2,40.320713704488355,71.18064230184058,1,0,policy
2025-01-01 00:08:00,22.051462510633673,23.52895677519893,2,40.0,61.744095029774286,1,0,policy
2025-01-01 00:09:00,21.875232229462867,23.578448106154482,2,40.0,61.25065024249603,1,0,policy
2025-01-01 00:10:00,23.92844620145606,23.627928744141073,2,40.0,66.99964936407697,1,0,policy
2025-01-01 00:11:00,23.743760207166513,23.677397682910147,2,40.0,66.48252858006624,1,0,policy
2025-01-01 00:12:00,23.345730904100225,23.72685391790576,2,40.0,65.36804653148063,1,0,policy
2025-01-01 00:13:00,21.53575198384026,23.77629644496468,2,40.0,60.300105554752726,1,0,policy
2025-01-01 00:14:00,23.21253690043023,23.82572426152054,2,40.0,64.99510332120465,1,0,policy
2025-01-01 00:15:00,24.57131711898571,23.87513636613327,2,40.0,68.79968793315999,1,0,policy
2025-01-01 00:16:00,20.95475080717803,23.924531758023495,2,40.0,58.67330226009848,1,0,policy
2025-01-01 00:17:00,22.60517764496531,23.973909437940456,2,40.0,63.29449740590287,1,0,policy
2025-01-01 00:18:00,20.061216469257353,24.023268408526118,2,40.0,56.17140611392059,1,0,policy
2025-01-01 00:19:00,21.216762183496005,24.072607672012982,2,40.0,59.406934113788814,1,0,policy
2025-01-01 00:20:00,20.277300054432615,24.121926233923144,2,40.0,56.77644015241132,1,0,policy
2025-01-01 00:21:00,23.22373135237571,24.171223099101507,2,40.0,65.026447786652,1,0,policy
2025-01-01 00:22:00,21.41994221182734,24.220497275408757,2,40.0,59.97583819311655,1,0,policy
2025-01-01 00:23:00,24.244049404858824,24.269747771422303,2,40.0,67.88333833360471,1,0,policy
2025-01-01 00:24:00,24.092329352503683,24.31897359679772,2,40.0,67.45852218701032,1,0,policy
2025-01-01 00:25:00,23.52808065795565,24.368173763131924,2,40.0,65.87862584227582,1,0,policy
2025-01-01 00:26:00,19.388741932167523,24.41734728349102,2,40.0,54.28847741006906,1,0,policy
2025-01-01 00:27:00,23.00358831215024,24.466493171941778,2,40.0,64.41004727402067,1,0,policy
2025-01-01 00:28:00,23.940231964199224,24.51561044474275,2,40.0,67.03264949975782,1,0,policy
2025-01-01 00:29:00,24.285758979266237,24.564698119042774,2,40.0,68.00012514194546,1,0,policy
2025-01-01 00:30:00,21.38179753200895,24.61375521407063,2,40.0,59.86903308962506,1,0,policy
2025-01-01 00:31:00,23.330294055634077,24.662780750663835,2,40.0,65.32482335577541,1,0,policy
2025-01-01 00:32:00,22.48309156247808,24.71177375079788,2,40.0,62.95265637493863,1,0,policy
2025-01-01 00:33:00,22.842661701808485,24.760733238441247,2,40.0,63.95945276506375,1,0,policy
2025-01-01 00:34:00,26.26229493600549,24.809658239909968,2,42.83642468014784,75.04917974402194,1,0,policy
2025-01-01 00:35:00,22.95318850347256,24.858547781578384,2,40.0,64.26892780972317,1,0,policy
2025-01-01 00:36:00,24.402249152702566,24.907400893540203,2,40.0,68.32629762756719,1,0,policy
2025-01-01 00:37:00,26.106690056844755,24.956216605667652,2,42.32846121154065,74.42676022737902,1,0,policy
2025-01-01 00:38:00,23.51826933673335,25.004993951267604,2,40.0,32.92557707142669,1,0,policy
2025-01-01 00:39:00,24.421609148179744,25.05373196495778,2,40.0,34.19025280745164,1,0,policy
2025-01-01 00:40:00,24.875390354909715,25.10242968219862,2,40.0,34.8255464968736,1,0,policy
2025-01-01 00:41:00,24.84520300521175,25.151086141784145,2,40.0,34.78328420729645,1,0,policy
2025-01-01 00:42:00,22.579093891135216,25.19970038372294,2,40.0,31.610731447589302,1,0,policy
2025-01-01 00:43:00,24.975001991728615,25.2482714495907,2,40.0,34.96500278842006,1,0,policy
2025-01-01 00:44:00,27.337542545188,25.296798383536128,2,40.0,38.2725595632632,1,0,policy
2025-01-01 00:45:00,22.160465365322356,25.345280230986916,2,40.0,31.0246515114513,1,0,policy
2025-01-01 00:46:00,26.545833596311464,25.39371603982004,2,40.0,37.16416703483605,1,0,policy
2025-01-01 00:47:00,25.26735353006929,25.442104859886282,2,40.0,35.37429494209701,1,0,policy
2025-01-01 00:48:00,23.951392637297815,25.490445742541226,2,40.0,67.06389938443388,1,0,policy
2025-01-01 00:49:00,28.76026271374636,25.538737741806173,2,54.58334930036699,85.04105085498544,1,0,policy
2025-01-01 00:50:00,26.58500350125879,25.58697991308068,2,43.99094124883235,76.34001400503517,1,0,policy
2025-01-01 00:51:00,23.10758757616498,25.635171314302724,2,40.0,64.70124521326194,1,0,policy
2025-01-01 00:52:00,25.453755870178167,25.68331100547375,2,40.61131264659819,71.81502348071267,1,0,policy
2025-01-01 00:53:00,26.410933433133337,25.731398048189934,2,43.35189019010977,75.64373373253335,1,0,policy
2025-01-01 00:54:00,25.08629533546989,25.77943150647167,2,40.05070035237394,70.34518134187958,1,0,policy
2025-01-01 00:55:00,26.708497064836557,25.827410447100362,2,44.46633558353478,76.83398825934623,1,0,policy
2025-01-01 00:56:00,25.41262626544053,25.875333937364925,2,40.53010914882889,71.65050506176212,1,0,policy
2025-01-01 00:57:00,26.786444335983433,25.923201048642127,2,44.77544918824164,77.14577734393373,1,0,policy
2025-01-01 00:58:00,28.227722096186415,25.97101085252413,2,40.0,39.518810934660976,1,0,policy
2025-01-01 00:59:00,24.475112498189347,26.018762424391383,2,40.0,34.26515749746508,1,0,policy
2025-01-01 01:00:00,26.109816576818833,26.06645484116247,2,40.0,36.55374320754637,1,0,policy
2025-01-01 01:01:00,24.963014374197165,26.114087181631298,2,40.0,34.948220123876034,1,0,policy
2025-01-01 01:02:00,26.078789489331935,26.161658527284455,2,40.0,36.5103052850647,1,0,policy
