timestamp,demand,pred,containers,lat_ms,cpu_pct,over,under,policy
2025-01-01 01:00:00,26.109816576818833,26.478910446166992,1,42.33833541214601,74.43926630727533,0,1,policy
2025-01-01 01:01:00,24.963014374197165,26.561389923095703,1,40.0,69.89644024775207,0,0,policy
2025-01-01 01:02:00,26.078789489331935,26.411266326904297,1,42.240964905557775,74.31515795732773,0,1,policy
2025-01-01 01:03:00,23.76543093823601,26.465309143066406,1,40.0,66.54320662706083,0,0,policy
2025-01-01 01:04:00,24.91224835596611,26.12500762939453,1,40.0,69.7542953967051,0,0,policy
2025-01-01 01:05:00,25.654383023203337,26.074970245361328,1,41.05871247721409,72.61753209281335,0,1,policy
2025-01-01 01:06:00,27.6777886943494,26.08021354675293,1,48.76384022187733,80.7111547773976,0,1,policy
2025-01-01 01:07:00,28.17382369776879,26.307403564453125,1,51.30847893714304,82.69529479107516,0,1,policy
2025-01-01 01:08:00,23.782415832143386,26.514127731323242,1,40.0,66.59076433000148,0,0,policy
2025-01-01 01:09:00,24.78668179490438,26.110349655151367,1,40.0,69.40270902573226,0,0,policy
2025-01-01 01:10:00,27.433665837827608,26.048219680786133,2,40.0,38.407132172958654,1,0,policy
2025-01-01 01:11:00,22.73501412663368,26.302764892578125,2,40.0,31.82901977728715,1,0,policy
2025-01-01 01:12:00,25.539721489975815,25.76523208618164,2,40.0,35.75561008596614,1,0,policy
2025-01-01 01:13:00,26.250294748949543,25.890491485595703,2,40.0,36.75041264852936,1,0,policy
2025-01-01 01:14:00,28.73994761519436,25.970613479614258,2,40.0,40.2359266612721,1,0,policy
2025-01-01 01:15:00,27.77008160523691,26.307823181152344,2,40.0,38.87811424733168,1,0,policy
2025-01-01 01:16:00,25.991927859140137,26.453351974487305,2,40.0,36.38869900279619,1,0,policy
2025-01-01 01:17:00,25.969155358136153,26.407493591308594,2,40.0,36.356817501390616,1,0,policy
2025-01-01 01:18:00,26.23384173812671,26.425006866455078,2,40.0,36.727378433377396,1,0,policy
2025-01-01 01:19:00,29.478068431405116,26.477745056152344,2,40.0,41.26929580396717,1,0,policy
2025-01-01 01:20:00,26.016712247387737,26.90155029296875,1,42.05034563673445,74.06684898955095,0,1,policy
2025-01-01 01:21:00,26.291892683765788,26.804235458374023,1,42.93676809793257,75.16757073506315,0,1,policy
2025-01-01 01:22:00,27.52445557311606,26.841337203979492,1,48.02198035029198,80.09782229246426,0,1,policy
2025-01-01 01:23:00,26.72360297698067,27.027942657470703,1,44.525700905856326,76.89441190792269,0,1,policy
2025-01-01 01:24:00,26.63698837904839,27.061931610107422,1,44.188884543295785,76.54795351619354,0,1,policy
2025-01-01 01:25:00,25.037804057850412,27.098915100097656,1,40.01470068677637,70.15121623140163,0,1,policy
2025-01-01 01:26:00,27.07332494546597,26.900856018066406,1,45.97077980381751,78.29329978186388,0,1,policy
2025-01-01 01:27:00,26.34646883830624,27.04764175415039,1,43.12481604532217,75.38587535322496,0,1,policy
2025-01-01 01:28:00,29.294708302534143,27.01734161376953,1,57.80043040153706,87.17883321013659,0,1,policy
2025-01-01 01:29:00,28.421911726365952,27.368824005126953,1,52.65998522163203,83.68764690546381,0,1,policy
2025-01-01 01:30:00,27.25347792264979,27.5292911529541,2,40.0,38.154869091709706,1,0,policy
2025-01-01 01:31:00,28.55051520075111,27.5632266998291,2,40.0,39.97072128105155,1,0,policy
2025-01-01 01:32:00,26.78606506834749,27.783639907836914,2,40.0,37.50049109568649,1,0,policy
2025-01-01 01:33:00,29.34196562219269,27.750526428222656,2,40.0,41.07875187106976,1,0,policy
2025-01-01 01:34:00,27.488632941483093,28.06808853149414,2,40.0,38.484086118076334,1,0,policy
2025-01-01 01:35:00,28.598559466791,28.095075607299805,2,40.0,40.03798325350739,1,0,policy
2025-01-01 01:36:00,25.274886619802867,28.29768943786621,2,40.0,35.38484126772401,1,0,policy
2025-01-01 01:37:00,28.27244498549289,28.03384017944336,2,40.0,39.581422979690046,1,0,policy
2025-01-01 01:38:00,24.65948217869206,28.25240135192871,2,40.0,34.523275050168884,1,0,policy
2025-01-01 01:39:00,24.08438749198042,27.873653411865234,2,40.0,33.718142488772585,1,0,policy
2025-01-01 01:40:00,27.249551582438205,27.494373321533203,1,46.74798222151441,78.9982063297528,0,1,policy
2025-01-01 01:41:00,26.227270062556403,27.60176658630371,1,42.71919408098826,74.9090802502256,0,1,policy
2025-01-01 01:42:00,28.191863066756937,27.443756103515625,1,51.40502844976413,82.76745226702775,0,1,policy
2025-01-01 01:43:00,31.98645578650695,27.595088958740234,2,40.0,44.78103810110973,1,0,policy
2025-01-01 01:44:00,26.498014566504175,28.100568771362305,2,40.0,37.09722039310584,1,0,policy
2025-01-01 01:45:00,26.921135947226535,27.920207977294922,2,40.0,37.689590326117155,1,0,policy
2025-01-01 01:46:00,28.462974358782713,27.93624496459961,2,40.0,39.8481641022958,1,0,policy
2025-01-01 01:47:00,29.029577846409428,28.145687103271484,2,40.0,40.6414089849732,1,0,policy
2025-01-01 01:48:00,27.87342255391882,28.396352767944336,2,40.0,39.022791575486345,1,0,policy
2025-01-01 01:49:00,27.868970387216624,28.51091957092285,2,40.0,39.016558542103276,1,0,policy
2025-01-01 01:50:00,29.552660844270957,28.620784759521484,2,40.0,41.37372518197934,1,0,policy
2025-01-01 01:51:00,29.272533927246563,28.919214248657227,2,40.0,40.98154749814519,1,0,policy
2025-01-01 01:52:00,26.52444553051825,29.168926239013672,2,40.0,37.134223742725545,1,0,policy
2025-01-01 01:53:00,28.290785776634877,29.06787109375,1,51.93931506733736,83.1631431065395,0,1,policy
2025-01-01 01:54:00,28.544965958074215,29.231481552124023,1,53.348980518395734,84.17986383229686,0,1,policy
2025-01-01 01:55:00,26.631401235947997,29.357906341552734,1,44.167457467306434,76.52560494379199,0,1,policy
2025-01-01 01:56:00,29.04509339534272,29.193408966064453,1,56.27132147573124,86.18037358137087,0,1,policy
