timestamp,req_per_min,hour,dayofweek,is_event
2025-01-01 00:00:00,22.502214276043468,0,2,0
2025-01-01 00:01:00,23.103340423692043,0,2,0
2025-01-01 00:02:00,22.137747526634815,0,2,0
2025-01-01 00:03:00,21.093725074523874,0,2,0
2025-01-01 00:04:00,21.943973950872554,0,2,0
2025-01-01 00:05:00,21.043003561052785,0,2,0
2025-01-01 00:06:00,23.00180561072709,0,2,0
2025-01-01 00:07:00,25.371506858484704,0,2,0
2025-01-01 00:08:00,22.138711252389925,0,2,0
2025-01-01 00:09:00,21.97338176886054,0,2,0
2025-01-01 00:10:00,24.0374946698694,0,2,0
2025-01-01 00:11:00,23.863705528469875,0,2,0
2025-01-01 00:12:00,23.476570794707584,0,2,0
2025-01-01 00:13:00,21.6774839527487,0,2,0
2025-01-01 00:14:00,23.36515824926737,0,2,0
2025-01-01 00:15:00,24.73482494206107,0,2,0
2025-01-01 00:16:00,21.129141991538344,0,2,0
2025-01-01 00:17:00,22.790448870453805,0,2,0
2025-01-01 00:18:00,20.257364208576963,0,2,0
2025-01-01 00:19:00,21.42378270227652,0,2,0
2025-01-01 00:20:00,20.495189411301762,0,2,0
2025-01-01 00:21:00,23.45248539903422,0,2,0
2025-01-01 00:22:00,21.659556593127903,0,2,0
2025-01-01 00:23:00,103.49451955888901,0,2,1
2025-01-01 00:24:00,24.353650510672818,0,2,0
2025-01-01 00:25:00,23.800247845085565,0,2,0
2025-01-01 00:26:00,19.671749966587292,0,2,0
2025-01-01 00:27:00,23.297431805794833,0,2,0
2025-01-01 00:28:00,24.244905322712093,0,2,0
2025-01-01 00:29:00,24.601256402105815,0,2,0
2025-01-01 00:30:00,21.70811301255908,0,2,0
2025-01-01 00:31:00,23.667421381318388,0,2,0
2025-01-01 00:32:00,22.831024314878242,0,2,0
2025-01-01 00:33:00,23.201393256786428,0,2,0
2025-01-01 00:34:00,26.631818463829518,0,2,0
2025-01-01 00:35:00,23.333496968947355,0,2,0
2025-01-01 00:36:00,24.793335315303146,0,2,0
2025-01-01 00:37:00,26.508546470854323,0,2,0
2025-01-01 00:38:00,23.93088835138504,0,2,0
2025-01-01 00:39:00,24.8449829078023,0,2,0
2025-01-01 00:40:00,25.30951079907704,0,2,0
2025-01-01 00:41:00,25.29006186889636,0,2,0
2025-01-01 00:42:00,23.03468270486558,0,2,0
2025-01-01 00:43:00,25.441312081750453,0,2,0
2025-01-01 00:44:00,27.81456503362936,0,2,0
2025-01-01 00:45:00,22.648191170362676,0,2,0
2025-01-01 00:46:00,27.044253432354456,0,2,0
2025-01-01 00:47:00,25.77645790791973,0,2,0
2025-01-01 00:48:00,24.471171864342214,0,2,0
2025-01-01 00:49:00,29.29070689413748,0,2,0
2025-01-01 00:50:00,27.12610253610405,0,2,0
2025-01-01 00:51:00,23.659331163718736,0,2,0
2025-01-01 00:52:00,26.016133506037832,0,2,0
2025-01-01 00:53:00,26.983934410439367,0,2,0
2025-01-01 00:54:00,25.669908745109655,0,2,0
2025-01-01 00:55:00,27.302711795651994,0,2,0
2025-01-01 00:56:00,26.017431004439697,0,2,0
2025-01-01 00:57:00,27.401827568555913,0,2,0
2025-01-01 00:58:00,28.853672106322524,0,2,0
2025-01-01 00:59:00,25.11161736870317,0,2,0
2025-01-01 01:00:00,26.756864189575136,1,2,0
2025-01-01 01:01:00,25.620592410342102,1,2,0
2025-01-01 01:02:00,26.746885429527573,1,2,0
2025-01-01 01:03:00,24.444032062898692,1,2,0
2025-01-01 01:04:00,25.60134174550861,1,2,0
2025-01-01 01:05:00,26.35395555828082,1,2,0
2025-01-01 01:06:00,28.387827056109206,1,2,0
2025-01-01 01:07:00,28.894314368104006,1,2,0
2025-01-01 01:08:00,24.51334509395022,1,2,0
2025-01-01 01:09:00,25.528035732343305,1,2,0
2025-01-01 01:10:00,28.185430336588293,1,2,0
2025-01-01 01:11:00,23.497174874203708,1,2,0
2025-01-01 01:12:00,26.312263975913186,1,2,0
2025-01-01 01:13:00,27.033204265158915,1,2,0
2025-01-01 01:14:00,29.53320925620709,1,2,0
2025-01-01 01:15:00,28.573680268494822,1,2,0
2025-01-01 01:16:00,26.805848245283027,1,2,0
2025-01-01 01:17:00,26.79338197129312,1,2,0
2025-01-01 01:18:00,27.06835888621114,1,2,0
2025-01-01 01:19:00,30.322860226413436,1,2,0
2025-01-01 01:20:00,26.87176260570191,1,2,0
2025-01-01 01:21:00,27.157185326459523,1,2,0
2025-01-01 01:22:00,28.39997402626473,1,2,0
2025-01-01 01:23:00,27.609330571974958,1,2,0
2025-01-01 01:24:00,27.532908252911643,1,2,0
2025-01-01 01:25:00,25.943899153559663,1,2,0
2025-01-01 01:26:00,27.989578012276713,1,2,0
2025-01-01 01:27:00,27.272862432080828,1,2,0
2025-01-01 01:28:00,30.231224786073923,1,2,0
2025-01-01 01:29:00,29.36853326974703,1,2,0
2025-01-01 01:30:00,28.210186503562507,1,2,0
2025-01-01 01:31:00,29.51729260484317,1,2,0
2025-01-01 01:32:00,27.76289288957068,1,2,0
2025-01-01 01:33:00,30.328825263153355,1,2,0
2025-01-01 01:34:00,28.485505613796207,1,2,0
2025-01-01 01:35:00,29.605426191437846,1,2,0
2025-01-01 01:36:00,26.29172822749237,1,2,0
2025-01-01 01:37:00,29.299242117026576,1,2,0
2025-01-01 01:38:00,25.69621528533266,1,2,0
2025-01-01 01:39:00,25.13103683582399,1,2,0
2025-01-01 01:40:00,28.306097236789956,1,2,0
2025-01-01 01:41:00,27.29369191231005,1,2,0
2025-01-01 01:42:00,29.26814080877768,1,2,0
2025-01-01 01:43:00,33.072568930017994,1,2,0
2025-01-01 01:44:00,27.59394243347687,1,2,0
2025-01-01 01:45:00,28.02685767277404,1,2,0
2025-01-01 01:46:00,29.578468891557236,1,2,0
2025-01-01 01:47:00,30.154823949003017,1,2,0
2025-01-01 01:48:00,29.00839880326769,1,2,0
2025-01-01 01:49:00,29.013655175009017,1,2,0
2025-01-01 01:50:00,30.707032377358544,1,2,0
2025-01-01 01:51:00,30.43657022805934,1,2,0
2025-01-01 01:52:00,27.698124437482978,1,2,0
2025-01-01 01:53:00,29.47408494459699,1,2,0
2025-01-01 01:54:00,29.737862858723233,1,2,0
2025-01-01 01:55:00,27.83387315824647,1,2,0
2025-01-01 01:56:00,30.257117445958563,1,2,0
2025-01-01 01:57:00,28.3024085414918,1,2,0
2025-01-01 01:58:00,31.65363387066354,1,2,0
2025-01-01 01:59:00,30.307899409583705,1,2,0
2025-01-01 02:00:00,30.17860970305635,2,2,0
2025-01-01 02:01:00,29.010765466119256,2,2,0
2025-01-01 02:02:00,29.917733423913973,2,2,0
2025-01-01 02:03:00,26.59175744331194,2,2,0
2025-01-01 02:04:00,28.207490973003768,2,2,0
2025-01-01 02:05:00,30.953312624147642,2,2,0
2025-01-01 02:06:00,26.524808725565027,2,2,0
2025-01-01 02:07:00,31.9360039404554,2,2,0
2025-01-01 02:08:00,27.3248638717419,2,2,0
2025-01-01 02:09:00,31.885544424352315,2,2,0
2025-01-01 02:10:00,29.056945663747634,2,2,0
2025-01-01 02:11:00,32.03629603697,2,2,0
2025-01-01 02:12:00,30.92494153041731,2,2,0
2025-01-01 02:13:00,27.977888198718887,2,2,0
2025-01-01 02:14:00,33.04746399423655,2,2,0
2025-01-01 02:15:00,33.4487166574908,2,2,0
2025-01-01 02:16:00,30.789683820422496,2,2,0
2025-01-01 02:17:00,30.469412541583118,2,2,0
2025-01-01 02:18:00,30.728869748098212,2,2,0
2025-01-01 02:19:00,29.315362807821266,2,2,0
2025-01-01 02:20:00,33.10193707961221,2,2,0
2025-01-01 02:21:00,30.200955557133835,2,2,0
2025-01-01 02:22:00,31.13953359341435,2,2,0
2025-01-01 02:23:00,29.857092276296907,2,2,0
2025-01-01 02:24:00,30.211276839297213,2,2,0
2025-01-01 02:25:00,29.091317903793694,2,2,0
2025-01-01 02:26:00,33.7067938341737,2,2,0
2025-01-01 02:27:00,31.219387461912333,2,2,0
2025-01-01 02:28:00,33.28790916302145,2,2,0
2025-01-01 02:29:00,31.62556781402176,2,2,0
2025-01-01 02:30:00,30.403817621105674,2,2,0
2025-01-01 02:31:00,31.117697085258364,2,2,0
2025-01-01 02:32:00,30.749126408630925,2,2,0
2025-01-01 02:33:00,31.82350460473722,2,2,0
2025-01-01 02:34:00,31.185157041608242,2,2,0
2025-01-01 02:35:00,31.372059614433724,2,2,0
2025-01-01 02:36:00,29.481586871576592,2,2,0
2025-01-01 02:37:00,30.561621512899,2,2,0
2025-01-01 02:38:00,35.041989963092114,2,2,0
2025-01-01 02:39:00,30.907027128446153,2,2,0
2025-01-01 02:40:00,30.268256032471875,2,2,0
2025-01-01 02:41:00,32.8230066150812,2,2,0
2025-01-01 02:42:00,34.798919022861796,2,2,0
2025-01-01 02:43:00,29.69840969808754,2,2,0
2025-01-01 02:44:00,31.989952080523803,2,2,0
2025-01-01 02:45:00,31.277047418842272,2,2,0
2025-01-01 02:46:00,29.294169275776415,2,2,0
2025-01-01 02:47:00,33.835945489912895,2,2,0
2025-01-01 02:48:00,32.51976128212504,2,2,0
2025-01-01 02:49:00,32.739247488293195,2,2,0
2025-01-01 02:50:00,31.304991337784923,2,2,0
2025-01-01 02:51:00,33.526070367246255,2,2,0
2025-01-01 02:52:00,31.78483667962358,2,2,0
2025-01-01 02:53:00,32.546264404270104,2,2,0
2025-01-01 02:54:00,30.856343351054065,2,2,0
2025-01-01 02:55:00,30.70975382683937,2,2,0
2025-01-01 02:56:00,35.35002467181069,2,2,0
2025-01-01 02:57:00,32.08040902174723,2,2,0
2025-01-01 02:58:00,33.565153015135095,2,2,0
2025-01-01 02:59:00,33.02603631036074,2,2,0
2025-01-01 03:00:00,32.33932739583437,3,2,0
2025-01-01 03:01:00,32.265386747655974,3,2,0
2025-01-01 03:02:00,34.359990078734064,3,2,0
2025-01-01 03:03:00,32.72840095693366,3,2,0
2025-01-01 03:04:00,33.04488074900193,3,2,0
2025-01-01 03:05:00,33.40298936138248,3,2,0
2025-01-01 03:06:00,35.526010486079606,3,2,0
2025-01-01 03:07:00,34.67831306392294,3,2,0
2025-01-01 03:08:00,34.18696358445084,3,2,0
2025-01-01 03:09:00,32.52853552865793,3,2,0
2025-01-01 03:10:00,143.0998915682043,3,2,1
2025-01-01 03:11:00,35.34084981839571,3,2,0
2025-01-01 03:12:00,35.41535006963378,3,2,0
2025-01-01 03:13:00,33.466307170284374,3,2,0
2025-01-01 03:14:00,34.73859720640786,3,2,0
2025-01-01 03:15:00,35.21321390577047,3,2,0
2025-01-01 03:16:00,35.34594383163624,3,2,0
2025-01-01 03:17:00,35.551281948007684,3,2,0
2025-01-01 03:18:00,33.115443460119316,3,2,0
2025-01-01 03:19:00,36.70505297974892,3,2,0
2025-01-01 03:20:00,31.7765625229905,3,2,0
2025-01-01 03:21:00,35.613641217716165,3,2,0
2025-01-01 03:22:00,34.993507508002466,3,2,0
2025-01-01 03:23:00,35.71861389741379,3,2,0
2025-01-01 03:24:00,37.56976302337119,3,2,0
2025-01-01 03:25:00,36.90077656412289,3,2,0
2025-01-01 03:26:00,32.208460202399124,3,2,0
