timestamp,req_per_min,hour,dayofweek,is_event
2025-01-01 00:00:00,22.502214276043468,0,2,0
2025-01-01 00:01:00,23.076069740662376,0,2,0
2025-01-01 00:02:00,22.083206679769983,0,2,0
2025-01-01 00:03:00,21.011915102202973,0,2,0
2025-01-01 00:04:00,21.834896410639534,0,2,0
2025-01-01 00:05:00,20.906660529586777,0,2,0
2025-01-01 00:06:00,22.838199683802877,0,2,0
2025-01-01 00:07:00,25.18064115092331,0,2,0
2025-01-01 00:08:00,21.920589397999297,0,2,0
2025-01-01 00:09:00,21.72800792036636,0,2,0
2025-01-01 00:10:00,23.76487349883605,0,2,0
2025-01-01 00:11:00,23.563842225211477,0,2,0
2025-01-01 00:12:00,23.149471068189186,0,2,0
2025-01-01 00:13:00,21.323154030477593,0,2,0
2025-01-01 00:14:00,22.983604877174514,0,2,0
2025-01-01 00:15:00,24.326055384372676,0,2,0
2025-01-01 00:16:00,20.693164030637558,0,2,0
2025-01-01 00:17:00,22.32727080673256,0,2,0
2025-01-01 00:18:00,19.766994860277933,0,2,0
2025-01-01 00:19:00,20.906231405325236,0,2,0
2025-01-01 00:20:00,19.9504660191289,0,2,0
2025-01-01 00:21:00,22.880600282387956,0,2,0
2025-01-01 00:22:00,21.0605206398765,0,2,0
2025-01-01 00:23:00,23.868344173813544,0,2,0
2025-01-01 00:24:00,23.700347615249985,0,2,0
2025-01-01 00:25:00,23.119829877260784,0,2,0
2025-01-01 00:26:00,18.964229880537875,0,2,0
2025-01-01 00:27:00,22.562823071683347,0,2,0
2025-01-01 00:28:00,23.483221926429923,0,2,0
2025-01-01 00:29:00,23.812512845006875,0,2,0
2025-01-01 00:30:00,20.892324311183756,0,2,0
2025-01-01 00:31:00,22.824603067107613,0,2,0
2025-01-01 00:32:00,21.961192433877834,0,2,0
2025-01-01 00:33:00,22.30456436934156,0,2,0
2025-01-01 00:34:00,25.70800964426945,0,2,0
2025-01-01 00:35:00,22.382725805260378,0,2,0
2025-01-01 00:36:00,23.8156199088017,0,2,0
2025-01-01 00:37:00,25.503905435830408,0,2,0
2025-01-01 00:38:00,22.899340814755806,0,2,0
2025-01-01 00:39:00,23.786548508745895,0,2,0
2025-01-01 00:40:00,24.224209688658725,0,2,0
2025-01-01 00:41:00,24.177914709684845,0,2,0
2025-01-01 00:42:00,21.895710670539664,0,2,0
2025-01-01 00:43:00,24.27553685669586,0,2,0
2025-01-01 00:44:00,26.622008812525955,0,2,0
2025-01-01 00:45:00,21.428876657761876,0,2,0
2025-01-01 00:46:00,25.798203842246973,0,2,0
2025-01-01 00:47:00,24.503696963293624,0,2,0
2025-01-01 00:48:00,23.171723796731214,0,2,0
2025-01-01 00:49:00,27.964596443159685,0,2,0
2025-01-01 00:50:00,25.773354948990903,0,2,0
2025-01-01 00:51:00,22.279972194834354,0,2,0
2025-01-01 00:52:00,24.61018941638867,0,2,0
2025-01-01 00:53:00,25.55143196717428,0,2,0
2025-01-01 00:54:00,24.210875221010244,0,2,0
2025-01-01 00:55:00,25.81717496861341,0,2,0
2025-01-01 00:56:00,24.505419156941773,0,2,0
2025-01-01 00:57:00,25.86336948712471,0,2,0
2025-01-01 00:58:00,27.288797080982263,0,2,0
2025-01-01 00:59:00,23.520355192418624,0,2,0
2025-01-01 01:00:00,25.139245157684382,1,2,0
2025-01-01 01:01:00,23.976647319979758,1,2,0
2025-01-01 01:02:00,25.07664557903847,1,2,0
2025-01-01 01:03:00,22.74752925124198,1,2,0
2025-01-01 01:04:00,23.87860827165236,1,2,0
2025-01-01 01:05:00,24.60502422058712,1,2,0
2025-01-01 01:06:00,26.61273115170969,1,2,0
2025-01-01 01:07:00,27.093087692265946,1,2,0
2025-01-01 01:08:00,22.686021939433118,1,2,0
2025-01-01 01:09:00,23.674650888745983,1,2,0
2025-01-01 01:10:00,26.306019089686583,1,2,0
2025-01-01 01:11:00,21.59177300527864,1,2,0
2025-01-01 01:12:00,24.380907761069764,1,2,0
2025-01-01 01:13:00,25.07593047463548,1,2,0
2025-01-01 01:14:00,27.550055153675263,1,2,0
2025-01-01 01:15:00,26.56468361035006,1,2,0
2025-01-01 01:16:00,24.7710472799258,1,2,0
2025-01-01 01:17:00,24.7328154384007,1,2,0
2025-01-01 01:18:00,24.98206601600007,1,2,0
2025-01-01 01:19:00,28.210880738892637,1,2,0
2025-01-01 01:20:00,24.73413670991648,1,2,0
2025-01-01 01:21:00,24.99395371972519,1,2,0
2025-01-01 01:22:00,26.21117789339306,1,2,0
2025-01-01 01:23:00,25.395011584489232,1,2,0
2025-01-01 01:24:00,25.293108568253512,1,2,0
2025-01-01 01:25:00,23.678661414286527,1,2,0
2025-01-01 01:26:00,25.698945345249857,1,2,0
2025-01-01 01:27:00,24.956878447644357,1,2,0
2025-01-01 01:28:00,27.889933577224475,1,2,0
2025-01-01 01:29:00,27.001979411294325,1,2,0
2025-01-01 01:30:00,25.818415051280702,1,2,0
2025-01-01 01:31:00,27.10034909461304,1,2,0
2025-01-01 01:32:00,25.32082333651272,1,2,0
2025-01-01 01:33:00,27.861676160751685,1,2,0
2025-01-01 01:34:00,25.993323933013418,1,2,0
2025-01-01 01:35:00,27.088259379820737,1,2,0
2025-01-01 01:36:00,23.74962420826862,1,2,0
2025-01-01 01:37:00,26.732249288192342,1,2,0
2025-01-01 01:38:00,23.104382518731164,1,2,0
2025-01-01 01:39:00,22.51441347621506,1,2,0
2025-01-01 01:40:00,25.66473310091058,1,2,0
2025-01-01 01:41:00,24.62763728792594,1,2,0
2025-01-01 01:42:00,26.577446453725834,1,2,0
2025-01-01 01:43:00,30.35728607124039,1,2,0
2025-01-01 01:44:00,24.85412276604513,1,2,0
2025-01-01 01:45:00,25.262553358905283,1,2,0
2025-01-01 01:46:00,26.789732559620933,1,2,0
2025-01-01 01:47:00,27.341708692519045,1,2,0
2025-01-01 01:48:00,26.17095817989552,1,2,0
2025-01-01 01:49:00,26.151943205528035,1,2,0
2025-01-01 01:50:00,27.821103544639577,1,2,0
2025-01-01 01:51:00,27.526479476027394,1,2,0
2025-01-01 01:52:00,24.763927170071156,1,2,0
2025-01-01 01:53:00,26.515837024691717,1,2,0
2025-01-01 01:54:00,26.75562060710068,1,2,0
2025-01-01 01:55:00,24.827693352500297,1,2,0
2025-01-01 01:56:00,27.227057319418957,1,2,0
2025-01-01 01:57:00,25.24852578213583,1,2,0
2025-01-01 01:58:00,28.57598662001687,1,2,0
2025-01-01 01:59:00,27.206546261613656,1,2,0
2025-01-01 02:00:00,27.05360970305635,2,2,0
2025-01-01 02:01:00,25.86217810958472,2,2,0
2025-01-01 02:02:00,26.745618655409572,2,2,0
2025-01-01 02:03:00,23.396175655330367,2,2,0
2025-01-01 02:04:00,24.98850300481593,2,2,0
2025-01-01 02:05:00,27.71097976064438,2,2,0
2025-01-01 02:06:00,23.25919269609035,2,2,0
2025-01-01 02:07:00,28.64716691763121,2,2,0
2025-01-01 02:08:00,24.012868470284367,2,2,0
2025-01-01 02:09:00,28.550453699879746,2,2,0
2025-01-01 02:10:00,25.698823111579987,2,2,0
2025-01-01 02:11:00,28.65520559092004,2,2,0
2025-01-01 02:12:00,27.52094756157339,2,2,0
2025-01-01 02:13:00,24.551055514219428,2,2,0
2025-01-01 02:14:00,29.59785783603619,2,2,0
2025-01-01 02:15:00,29.976402701118285,2,2,0
2025-01-01 02:16:00,27.294728173730327,2,2,0
2025-01-01 02:17:00,26.95188174348894,2,2,0
2025-01-01 02:18:00,27.188830767318002,2,2,0
2025-01-01 02:19:00,25.752883041594377,2,2,0
2025-01-01 02:20:00,29.517084352418166,2,2,0
2025-01-01 02:21:00,26.593798119401125,2,2,0
2025-01-01 02:22:00,27.510140120220974,2,2,0
2025-01-01 02:23:00,26.20553186606294,2,2,0
2025-01-01 02:24:00,26.537619012469253,2,2,0
2025-01-01 02:25:00,25.39563260152131,2,2,0
2025-01-01 02:26:00,29.989151416977812,2,2,0
2025-01-01 02:27:00,27.479858708345716,2,2,0
